"OID","SUBBASIN","ARSUB","LANDUSE","ARLU","SOIL","ARSO","SLP","ARSLP","SLOPE","UNIQUECOMB","HRU_ID","HRU_GIS"
1087,8.00,18020.25,"FRST",5469.18,"PBESMM",142.87,"0-4.29",33.18,3.08,"8_FRST_PBESMM_0-4.29",1087,"000080061"
1088,8.00,18020.25,"FRST",5469.18,"PBESMM",142.87,"4.29-11.8",72.56,7.91,"8_FRST_PBESMM_4.29-11.8",1088,"000080062"
1089,8.00,18020.25,"RNGB",167.62,"BELVTS",124.31,"11.8-9999",14.06,14.53,"8_RNGB_BELVTS_11.8-9999",1089,"000080063"
1090,8.00,18020.25,"RNGB",167.62,"BELVTS",124.31,"0-4.29",42.75,2.71,"8_RNGB_BELVTS_0-4.29",1090,"000080064"
1091,8.00,18020.25,"RNGB",167.62,"BELVTS",124.31,"4.29-11.8",67.50,7.26,"8_RNGB_BELVTS_4.29-11.8",1091,"000080065"
1092,8.00,18020.25,"RNGB",167.62,"BESMMG",43.31,"11.8-9999",32.06,21.90,"8_RNGB_BESMMG_11.8-9999",1092,"000080066"
1093,8.00,18020.25,"RNGB",167.62,"BESMMG",43.31,"4.29-11.8",6.18,8.23,"8_RNGB_BESMMG_4.29-11.8",1093,"000080067"
1094,8.00,18020.25,"RNGB",167.62,"BESMMG",43.31,"0-4.29",5.06,2.56,"8_RNGB_BESMMG_0-4.29",1094,"000080068"
1095,8.00,18020.25,"A5XX",3050.43,"BELVTS",2145.37,"4.29-11.8",981.00,7.00,"8_A5XX_BELVTS_4.29-11.8",1095,"000080069"
1096,8.00,18020.25,"A5XX",3050.43,"BELVTS",2145.37,"0-4.29",965.81,2.58,"8_A5XX_BELVTS_0-4.29",1096,"000080070"
1097,8.00,18020.25,"A5XX",3050.43,"BELVTS",2145.37,"11.8-9999",198.56,15.52,"8_A5XX_BELVTS_11.8-9999",1097,"000080071"
1098,8.00,18020.25,"A5XX",3050.43,"BESMMG",900.56,"11.8-9999",27.56,14.63,"8_A5XX_BESMMG_11.8-9999",1098,"000080072"
1099,8.00,18020.25,"A5XX",3050.43,"BESMMG",900.56,"4.29-11.8",469.12,6.66,"8_A5XX_BESMMG_4.29-11.8",1099,"000080073"
1100,8.00,18020.25,"A5XX",3050.43,"BESMMG",900.56,"0-4.29",403.87,2.71,"8_A5XX_BESMMG_0-4.29",1100,"000080074"
1101,8.00,18020.25,"A5XX",3050.43,"WASSER",4.50,"11.8-9999",1.68,14.09,"8_A5XX_WASSER_11.8-9999",1101,"000080075"
1102,8.00,18020.25,"A5XX",3050.43,"WASSER",4.50,"4.29-11.8",2.81,8.68,"8_A5XX_WASSER_4.29-11.8",1102,"000080076"
1103,9.00,22568.62,"URMD",707.62,"BELVSI",205.87,"4.29-11.8",83.81,7.61,"9_URMD_BELVSI_4.29-11.8",1103,"000090001"
1104,9.00,22568.62,"URMD",707.62,"BELVSI",205.87,"0-4.29",77.62,2.39,"9_URMD_BELVSI_0-4.29",1104,"000090002"
1105,9.00,22568.62,"URMD",707.62,"BELVSI",205.87,"11.8-9999",44.43,17.19,"9_URMD_BELVSI_11.8-9999",1105,"000090003"
1106,9.00,22568.62,"URMD",707.62,"BELVTS",201.93,"0-4.29",136.12,2.72,"9_URMD_BELVTS_0-4.29",1106,"000090004"
1107,9.00,22568.62,"URMD",707.62,"BELVTS",201.93,"11.8-9999",1.12,12.17,"9_URMD_BELVTS_11.8-9999",1107,"000090005"
1108,9.00,22568.62,"URMD",707.62,"BELVTS",201.93,"4.29-11.8",64.68,5.64,"9_URMD_BELVTS_4.29-11.8",1108,"000090006"
1109,9.00,22568.62,"URMD",707.62,"BESMMG",131.06,"4.29-11.8",77.06,7.68,"9_URMD_BESMMG_4.29-11.8",1109,"000090007"
1110,9.00,22568.62,"URMD",707.62,"BESMMG",131.06,"11.8-9999",23.06,19.33,"9_URMD_BESMMG_11.8-9999",1110,"000090008"
1111,9.00,22568.62,"URMD",707.62,"BESMMG",131.06,"0-4.29",30.93,2.34,"9_URMD_BESMMG_0-4.29",1111,"000090009"
1112,9.00,22568.62,"URMD",707.62,"FEAL",168.75,"11.8-9999",25.87,17.10,"9_URMD_FEAL_11.8-9999",1112,"000090010"
1113,9.00,22568.62,"URMD",707.62,"FEAL",168.75,"0-4.29",59.62,2.68,"9_URMD_FEAL_0-4.29",1113,"000090011"
1114,9.00,22568.62,"URMD",707.62,"FEAL",168.75,"4.29-11.8",83.25,7.46,"9_URMD_FEAL_4.29-11.8",1114,"000090012"
1115,9.00,22568.62,"PAST",1407.93,"BELVSI",297.00,"4.29-11.8",99.00,7.66,"9_PAST_BELVSI_4.29-11.8",1115,"000090013"
1116,9.00,22568.62,"PAST",1407.93,"BELVSI",297.00,"11.8-9999",164.81,20.83,"9_PAST_BELVSI_11.8-9999",1116,"000090014"
1117,9.00,22568.62,"PAST",1407.93,"BELVSI",297.00,"0-4.29",33.18,2.79,"9_PAST_BELVSI_0-4.29",1117,"000090015"
1118,9.00,22568.62,"PAST",1407.93,"BELVTS",1108.68,"11.8-9999",70.31,16.11,"9_PAST_BELVTS_11.8-9999",1118,"000090016"
1119,9.00,22568.62,"PAST",1407.93,"BELVTS",1108.68,"0-4.29",464.06,2.76,"9_PAST_BELVTS_0-4.29",1119,"000090017"
1120,9.00,22568.62,"PAST",1407.93,"BELVTS",1108.68,"4.29-11.8",574.31,6.77,"9_PAST_BELVTS_4.29-11.8",1120,"000090018"
1121,9.00,22568.62,"PAST",1407.93,"WASSER",2.25,"4.29-11.8",1.12,9.75,"9_PAST_WASSER_4.29-11.8",1121,"000090019"
1122,9.00,22568.62,"PAST",1407.93,"WASSER",2.25,"11.8-9999",1.12,19.64,"9_PAST_WASSER_11.8-9999",1122,"000090020"
1123,9.00,22568.62,"FRSD",4223.81,"BELVSI",3564.56,"0-4.29",927.00,2.70,"9_FRSD_BELVSI_0-4.29",1123,"000090021"
1124,9.00,22568.62,"FRSD",4223.81,"BELVSI",3564.56,"11.8-9999",699.75,16.27,"9_FRSD_BELVSI_11.8-9999",1124,"000090022"
1125,9.00,22568.62,"FRSD",4223.81,"BELVSI",3564.56,"4.29-11.8",1937.81,7.50,"9_FRSD_BELVSI_4.29-11.8",1125,"000090023"
1126,9.00,22568.62,"FRSD",4223.81,"BELVTS",127.68,"4.29-11.8",91.12,7.99,"9_FRSD_BELVTS_4.29-11.8",1126,"000090024"
1127,9.00,22568.62,"FRSD",4223.81,"BELVTS",127.68,"0-4.29",29.25,2.75,"9_FRSD_BELVTS_0-4.29",1127,"000090025"
1128,9.00,22568.62,"FRSD",4223.81,"BELVTS",127.68,"11.8-9999",7.31,13.13,"9_FRSD_BELVTS_11.8-9999",1128,"000090026"
1129,9.00,22568.62,"FRSD",4223.81,"BESMMG",144.56,"4.29-11.8",28.68,7.98,"9_FRSD_BESMMG_4.29-11.8",1129,"000090027"
1130,9.00,22568.62,"FRSD",4223.81,"BESMMG",144.56,"0-4.29",6.18,2.49,"9_FRSD_BESMMG_0-4.29",1130,"000090028"
1131,9.00,22568.62,"FRSD",4223.81,"BESMMG",144.56,"11.8-9999",109.68,22.61,"9_FRSD_BESMMG_11.8-9999",1131,"000090029"
1132,9.00,22568.62,"FRSD",4223.81,"FEAL",387.00,"4.29-11.8",178.31,8.25,"9_FRSD_FEAL_4.29-11.8",1132,"000090030"
1133,9.00,22568.62,"FRSD",4223.81,"FEAL",387.00,"0-4.29",42.75,3.02,"9_FRSD_FEAL_0-4.29",1133,"000090031"
1134,9.00,22568.62,"FRSD",4223.81,"FEAL",387.00,"11.8-9999",165.93,18.15,"9_FRSD_FEAL_11.8-9999",1134,"000090032"
1135,9.00,22568.62,"FRSE",3553.87,"BELVSI",2435.06,"4.29-11.8",888.18,8.28,"9_FRSE_BELVSI_4.29-11.8",1135,"000090033"
1136,9.00,22568.62,"FRSE",3553.87,"BELVSI",2435.06,"11.8-9999",1359.00,19.53,"9_FRSE_BELVSI_11.8-9999",1136,"000090034"
1137,9.00,22568.62,"FRSE",3553.87,"BELVSI",2435.06,"0-4.29",187.87,2.79,"9_FRSE_BELVSI_0-4.29",1137,"000090035"
1138,9.00,22568.62,"FRSE",3553.87,"BELVTS",739.68,"11.8-9999",131.62,15.19,"9_FRSE_BELVTS_11.8-9999",1138,"000090036"
1139,9.00,22568.62,"FRSE",3553.87,"BELVTS",739.68,"0-4.29",198.56,2.76,"9_FRSE_BELVTS_0-4.29",1139,"000090037"
1140,9.00,22568.62,"FRSE",3553.87,"BELVTS",739.68,"4.29-11.8",409.50,7.42,"9_FRSE_BELVTS_4.29-11.8",1140,"000090038"
1141,9.00,22568.62,"FRSE",3553.87,"BESMMG",0.56,"4.29-11.8",0.56,10.02,"9_FRSE_BESMMG_4.29-11.8",1141,"000090039"
1142,9.00,22568.62,"FRSE",3553.87,"FEAL",363.37,"11.8-9999",186.18,18.54,"9_FRSE_FEAL_11.8-9999",1142,"000090040"
1143,9.00,22568.62,"FRSE",3553.87,"FEAL",363.37,"4.29-11.8",135.00,8.20,"9_FRSE_FEAL_4.29-11.8",1143,"000090041"
1144,9.00,22568.62,"FRSE",3553.87,"FEAL",363.37,"0-4.29",42.18,2.74,"9_FRSE_FEAL_0-4.29",1144,"000090042"
1145,9.00,22568.62,"FRSE",3553.87,"WASSER",15.18,"4.29-11.8",1.68,7.74,"9_FRSE_WASSER_4.29-11.8",1145,"000090043"
1146,9.00,22568.62,"FRSE",3553.87,"WASSER",15.18,"11.8-9999",13.50,20.79,"9_FRSE_WASSER_11.8-9999",1146,"000090044"
1147,9.00,22568.62,"FRST",3964.50,"BELVSI",1315.68,"4.29-11.8",567.56,7.82,"9_FRST_BELVSI_4.29-11.8",1147,"000090045"
1148,9.00,22568.62,"FRST",3964.50,"BELVSI",1315.68,"11.8-9999",531.56,18.46,"9_FRST_BELVSI_11.8-9999",1148,"000090046"
1149,9.00,22568.62,"FRST",3964.50,"BELVSI",1315.68,"0-4.29",216.56,2.73,"9_FRST_BELVSI_0-4.29",1149,"000090047"
1150,9.00,22568.62,"FRST",3964.50,"BELVTS",1829.25,"4.29-11.8",1009.68,7.47,"9_FRST_BELVTS_4.29-11.8",1150,"000090048"
1151,9.00,22568.62,"FRST",3964.50,"BELVTS",1829.25,"0-4.29",459.56,2.73,"9_FRST_BELVTS_0-4.29",1151,"000090049"
1152,9.00,22568.62,"FRST",3964.50,"BELVTS",1829.25,"11.8-9999",360.00,16.78,"9_FRST_BELVTS_11.8-9999",1152,"000090050"
1153,9.00,22568.62,"FRST",3964.50,"BESMMG",622.12,"0-4.29",43.87,3.02,"9_FRST_BESMMG_0-4.29",1153,"000090051"
1154,9.00,22568.62,"FRST",3964.50,"BESMMG",622.12,"4.29-11.8",174.93,8.52,"9_FRST_BESMMG_4.29-11.8",1154,"000090052"
1155,9.00,22568.62,"FRST",3964.50,"BESMMG",622.12,"11.8-9999",403.31,21.08,"9_FRST_BESMMG_11.8-9999",1155,"000090053"
1156,9.00,22568.62,"FRST",3964.50,"FEAL",197.43,"4.29-11.8",69.75,7.37,"9_FRST_FEAL_4.29-11.8",1156,"000090054"
1157,9.00,22568.62,"FRST",3964.50,"FEAL",197.43,"11.8-9999",102.93,21.54,"9_FRST_FEAL_11.8-9999",1157,"000090055"
1158,9.00,22568.62,"FRST",3964.50,"FEAL",197.43,"0-4.29",24.75,2.80,"9_FRST_FEAL_0-4.29",1158,"000090056"
1159,9.00,22568.62,"RNGB",22.50,"BELVTS",22.50,"11.8-9999",8.43,16.25,"9_RNGB_BELVTS_11.8-9999",1159,"000090057"
1160,9.00,22568.62,"RNGB",22.50,"BELVTS",22.50,"0-4.29",1.12,3.28,"9_RNGB_BELVTS_0-4.29",1160,"000090058"
1161,9.00,22568.62,"RNGB",22.50,"BELVTS",22.50,"4.29-11.8",12.93,7.91,"9_RNGB_BELVTS_4.29-11.8",1161,"000090059"
1162,9.00,22568.62,"WATR",33.18,"BELVSI",19.68,"4.29-11.8",3.93,7.81,"9_WATR_BELVSI_4.29-11.8",1162,"000090060"
1163,9.00,22568.62,"WATR",33.18,"BELVSI",19.68,"0-4.29",1.68,3.06,"9_WATR_BELVSI_0-4.29",1163,"000090061"
1164,9.00,22568.62,"WATR",33.18,"BELVSI",19.68,"11.8-9999",14.06,18.71,"9_WATR_BELVSI_11.8-9999",1164,"000090062"
1165,9.00,22568.62,"WATR",33.18,"WASSER",13.50,"4.29-11.8",6.18,7.15,"9_WATR_WASSER_4.29-11.8",1165,"000090063"
1166,9.00,22568.62,"WATR",33.18,"WASSER",13.50,"11.8-9999",6.18,24.54,"9_WATR_WASSER_11.8-9999",1166,"000090064"
1167,9.00,22568.62,"WATR",33.18,"WASSER",13.50,"0-4.29",1.12,2.45,"9_WATR_WASSER_0-4.29",1167,"000090065"
1168,9.00,22568.62,"A5XX",8655.18,"BELVSI",3068.43,"11.8-9999",360.00,15.63,"9_A5XX_BELVSI_11.8-9999",1168,"000090066"
1169,9.00,22568.62,"A5XX",8655.18,"BELVSI",3068.43,"0-4.29",1128.93,2.59,"9_A5XX_BELVSI_0-4.29",1169,"000090067"
1170,9.00,22568.62,"A5XX",8655.18,"BELVSI",3068.43,"4.29-11.8",1579.50,7.27,"9_A5XX_BELVSI_4.29-11.8",1170,"000090068"
1171,9.00,22568.62,"A5XX",8655.18,"BELVTS",2735.43,"0-4.29",1605.37,2.56,"9_A5XX_BELVTS_0-4.29",1171,"000090069"
1172,9.00,22568.62,"A5XX",8655.18,"BELVTS",2735.43,"4.29-11.8",1088.43,6.45,"9_A5XX_BELVTS_4.29-11.8",1172,"000090070"
1173,9.00,22568.62,"A5XX",8655.18,"BELVTS",2735.43,"11.8-9999",41.62,14.03,"9_A5XX_BELVTS_11.8-9999",1173,"000090071"
1174,9.00,22568.62,"A5XX",8655.18,"BESMMG",1138.50,"11.8-9999",364.50,20.16,"9_A5XX_BESMMG_11.8-9999",1174,"000090072"
1175,9.00,22568.62,"A5XX",8655.18,"BESMMG",1138.50,"4.29-11.8",500.62,7.34,"9_A5XX_BESMMG_4.29-11.8",1175,"000090073"
1176,9.00,22568.62,"A5XX",8655.18,"BESMMG",1138.50,"0-4.29",273.37,2.58,"9_A5XX_BESMMG_0-4.29",1176,"000090074"
1177,9.00,22568.62,"A5XX",8655.18,"FEAL",1712.81,"4.29-11.8",939.37,7.46,"9_A5XX_FEAL_4.29-11.8",1177,"000090075"
1178,9.00,22568.62,"A5XX",8655.18,"FEAL",1712.81,"11.8-9999",292.50,15.97,"9_A5XX_FEAL_11.8-9999",1178,"000090076"
1179,9.00,22568.62,"A5XX",8655.18,"FEAL",1712.81,"0-4.29",480.93,2.68,"9_A5XX_FEAL_0-4.29",1179,"000090077"
1180,10.00,30584.25,"URMD",1683.56,"AGVLTA",218.25,"11.8-9999",15.18,15.25,"10_URMD_AGVLTA_11.8-9999",1180,"000100001"
1181,10.00,30584.25,"URMD",1683.56,"AGVLTA",218.25,"0-4.29",190.12,1.09,"10_URMD_AGVLTA_0-4.29",1181,"000100002"
1182,10.00,30584.25,"URMD",1683.56,"AGVLTA",218.25,"4.29-11.8",12.93,7.91,"10_URMD_AGVLTA_4.29-11.8",1182,"000100003"
1183,10.00,30584.25,"URMD",1683.56,"BELVSI",2.25,"0-4.29",0.56,0.84,"10_URMD_BELVSI_0-4.29",1183,"000100004"
1184,10.00,30584.25,"URMD",1683.56,"BELVSI",2.25,"4.29-11.8",1.68,4.99,"10_URMD_BELVSI_4.29-11.8",1184,"000100005"
1185,10.00,30584.25,"URMD",1683.56,"BELVTS",438.75,"0-4.29",73.68,2.68,"10_URMD_BELVTS_0-4.29",1185,"000100006"
1186,10.00,30584.25,"URMD",1683.56,"BELVTS",438.75,"4.29-11.8",164.25,7.67,"10_URMD_BELVTS_4.29-11.8",1186,"000100007"
1187,10.00,30584.25,"URMD",1683.56,"BELVTS",438.75,"11.8-9999",200.81,22.88,"10_URMD_BELVTS_11.8-9999",1187,"000100008"
1188,10.00,30584.25,"URMD",1683.56,"BEQSK",12.93,"0-4.29",11.25,2.24,"10_URMD_BEQSK_0-4.29",1188,"000100009"
1189,10.00,30584.25,"URMD",1683.56,"BEQSK",12.93,"4.29-11.8",1.68,6.16,"10_URMD_BEQSK_4.29-11.8",1189,"000100010"
1190,10.00,30584.25,"URMD",1683.56,"BESMMG",189.00,"4.29-11.8",69.18,7.22,"10_URMD_BESMMG_4.29-11.8",1190,"000100011"
1191,10.00,30584.25,"URMD",1683.56,"BESMMG",189.00,"0-4.29",69.75,2.69,"10_URMD_BESMMG_0-4.29",1191,"000100012"
1192,10.00,30584.25,"URMD",1683.56,"BESMMG",189.00,"11.8-9999",50.06,18.49,"10_URMD_BESMMG_11.8-9999",1192,"000100013"
1193,10.00,30584.25,"URMD",1683.56,"FEAL",218.81,"0-4.29",102.37,2.16,"10_URMD_FEAL_0-4.29",1193,"000100014"
1194,10.00,30584.25,"URMD",1683.56,"FEAL",218.81,"4.29-11.8",102.93,7.14,"10_URMD_FEAL_4.29-11.8",1194,"000100015"
1195,10.00,30584.25,"URMD",1683.56,"FEAL",218.81,"11.8-9999",13.50,14.17,"10_URMD_FEAL_11.8-9999",1195,"000100016"
1196,10.00,30584.25,"URMD",1683.56,"PBLVWS",262.68,"0-4.29",155.81,1.55,"10_URMD_PBLVWS_0-4.29",1196,"000100017"
1197,10.00,30584.25,"URMD",1683.56,"PBLVWS",262.68,"11.8-9999",40.50,25.16,"10_URMD_PBLVWS_11.8-9999",1197,"000100018"
1198,10.00,30584.25,"URMD",1683.56,"PBLVWS",262.68,"4.29-11.8",66.37,7.27,"10_URMD_PBLVWS_4.29-11.8",1198,"000100019"
1199,10.00,30584.25,"URMD",1683.56,"RVKMD",340.87,"4.29-11.8",80.43,7.42,"10_URMD_RVKMD_4.29-11.8",1199,"000100020"
1200,10.00,30584.25,"URMD",1683.56,"RVKMD",340.87,"11.8-9999",21.37,15.97,"10_URMD_RVKMD_11.8-9999",1200,"000100021"
1201,10.00,30584.25,"URMD",1683.56,"RVKMD",340.87,"0-4.29",239.06,1.76,"10_URMD_RVKMD_0-4.29",1201,"000100022"
1202,10.00,30584.25,"BARR",207.00,"AGVLTA",77.62,"0-4.29",45.56,1.66,"10_BARR_AGVLTA_0-4.29",1202,"000100023"
1203,10.00,30584.25,"BARR",207.00,"AGVLTA",77.62,"11.8-9999",25.31,25.69,"10_BARR_AGVLTA_11.8-9999",1203,"000100024"
1204,10.00,30584.25,"BARR",207.00,"AGVLTA",77.62,"4.29-11.8",6.75,7.60,"10_BARR_AGVLTA_4.29-11.8",1204,"000100025"
1205,10.00,30584.25,"BARR",207.00,"BELVTS",38.25,"11.8-9999",25.87,23.89,"10_BARR_BELVTS_11.8-9999",1205,"000100026"
1206,10.00,30584.25,"BARR",207.00,"BELVTS",38.25,"4.29-11.8",10.68,7.94,"10_BARR_BELVTS_4.29-11.8",1206,"000100027"
1207,10.00,30584.25,"BARR",207.00,"BELVTS",38.25,"0-4.29",1.68,3.51,"10_BARR_BELVTS_0-4.29",1207,"000100028"
1208,10.00,30584.25,"BARR",207.00,"PBLVWS",70.87,"4.29-11.8",16.31,7.77,"10_BARR_PBLVWS_4.29-11.8",1208,"000100029"
1937,14.00,52335.56,"PAST",2008.12,"AGVLTA",358.31,"0-4.29",146.25,1.85,"14_PAST_AGVLTA_0-4.29",1937,"000140036"
1938,14.00,52335.56,"PAST",2008.12,"AGVLTA",358.31,"4.29-11.8",129.93,7.66,"14_PAST_AGVLTA_4.29-11.8",1938,"000140037"
1939,14.00,52335.56,"PAST",2008.12,"BEPBSQ",324.00,"4.29-11.8",188.43,7.31,"14_PAST_BEPBSQ_4.29-11.8",1939,"000140038"
1940,14.00,52335.56,"PAST",2008.12,"BEPBSQ",324.00,"11.8-9999",41.62,15.19,"14_PAST_BEPBSQ_11.8-9999",1940,"000140039"
1941,14.00,52335.56,"PAST",2008.12,"BEPBSQ",324.00,"0-4.29",93.93,2.84,"14_PAST_BEPBSQ_0-4.29",1941,"000140040"
1942,14.00,52335.56,"PAST",2008.12,"BEPLMT",351.56,"4.29-11.8",225.56,7.40,"14_PAST_BEPLMT_4.29-11.8",1942,"000140041"
1943,14.00,52335.56,"PAST",2008.12,"BEPLMT",351.56,"11.8-9999",66.37,15.80,"14_PAST_BEPLMT_11.8-9999",1943,"000140042"
1944,14.00,52335.56,"PAST",2008.12,"BEPLMT",351.56,"0-4.29",59.62,3.05,"14_PAST_BEPLMT_0-4.29",1944,"000140043"
1945,14.00,52335.56,"PAST",2008.12,"BEQSK",338.62,"11.8-9999",56.81,16.30,"14_PAST_BEQSK_11.8-9999",1945,"000140044"
1946,14.00,52335.56,"PAST",2008.12,"BEQSK",338.62,"0-4.29",77.62,2.80,"14_PAST_BEQSK_0-4.29",1946,"000140045"
1947,14.00,52335.56,"PAST",2008.12,"BEQSK",338.62,"4.29-11.8",204.18,7.68,"14_PAST_BEQSK_4.29-11.8",1947,"000140046"
1948,14.00,52335.56,"PAST",2008.12,"FEAL",0.56,"4.29-11.8",0.56,5.08,"14_PAST_FEAL_4.29-11.8",1948,"000140047"
1949,14.00,52335.56,"PAST",2008.12,"PBEPGL",181.12,"4.29-11.8",70.31,7.12,"14_PAST_PBEPGL_4.29-11.8",1949,"000140048"
1950,14.00,52335.56,"PAST",2008.12,"PBEPGL",181.12,"11.8-9999",12.37,15.54,"14_PAST_PBEPGL_11.8-9999",1950,"000140049"
1951,14.00,52335.56,"PAST",2008.12,"PBEPGL",181.12,"0-4.29",98.43,2.67,"14_PAST_PBEPGL_0-4.29",1951,"000140050"
1952,14.00,52335.56,"PAST",2008.12,"RVKMD",453.93,"0-4.29",50.06,2.88,"14_PAST_RVKMD_0-4.29",1952,"000140051"
1953,14.00,52335.56,"PAST",2008.12,"RVKMD",453.93,"4.29-11.8",211.50,8.12,"14_PAST_RVKMD_4.29-11.8",1953,"000140052"
1954,14.00,52335.56,"PAST",2008.12,"RVKMD",453.93,"11.8-9999",192.37,19.71,"14_PAST_RVKMD_11.8-9999",1954,"000140053"
1955,14.00,52335.56,"FRSD",15765.75,"AGVKTU",105.75,"4.29-11.8",38.81,9.22,"14_FRSD_AGVKTU_4.29-11.8",1955,"000140054"
1956,14.00,52335.56,"FRSD",15765.75,"AGVKTU",105.75,"11.8-9999",66.93,27.11,"14_FRSD_AGVKTU_11.8-9999",1956,"000140055"
1957,14.00,52335.56,"FRSD",15765.75,"AGVLTA",107.43,"0-4.29",4.50,3.17,"14_FRSD_AGVLTA_0-4.29",1957,"000140056"
1958,14.00,52335.56,"FRSD",15765.75,"AGVLTA",107.43,"4.29-11.8",35.43,8.27,"14_FRSD_AGVLTA_4.29-11.8",1958,"000140057"
1959,14.00,52335.56,"FRSD",15765.75,"AGVLTA",107.43,"11.8-9999",67.50,22.03,"14_FRSD_AGVLTA_11.8-9999",1959,"000140058"
1960,14.00,52335.56,"FRSD",15765.75,"BEPBSQ",532.68,"11.8-9999",369.00,26.64,"14_FRSD_BEPBSQ_11.8-9999",1960,"000140059"
1961,14.00,52335.56,"FRSD",15765.75,"BEPBSQ",532.68,"4.29-11.8",91.68,7.93,"14_FRSD_BEPBSQ_4.29-11.8",1961,"000140060"
1962,14.00,52335.56,"FRSD",15765.75,"BEPBSQ",532.68,"0-4.29",72.00,2.45,"14_FRSD_BEPBSQ_0-4.29",1962,"000140061"
1963,14.00,52335.56,"FRSD",15765.75,"BEPLMT",3466.68,"0-4.29",842.06,2.66,"14_FRSD_BEPLMT_0-4.29",1963,"000140062"
1964,14.00,52335.56,"FRSD",15765.75,"BEPLMT",3466.68,"4.29-11.8",1370.81,7.45,"14_FRSD_BEPLMT_4.29-11.8",1964,"000140063"
1965,14.00,52335.56,"FRSD",15765.75,"BEPLMT",3466.68,"11.8-9999",1253.81,22.41,"14_FRSD_BEPLMT_11.8-9999",1965,"000140064"
1966,14.00,52335.56,"FRSD",15765.75,"BEQSK",1850.62,"11.8-9999",821.81,18.67,"14_FRSD_BEQSK_11.8-9999",1966,"000140065"
1967,14.00,52335.56,"FRSD",15765.75,"BEQSK",1850.62,"4.29-11.8",790.31,7.97,"14_FRSD_BEQSK_4.29-11.8",1967,"000140066"
1968,14.00,52335.56,"FRSD",15765.75,"BEQSK",1850.62,"0-4.29",238.50,2.78,"14_FRSD_BEQSK_0-4.29",1968,"000140067"
1969,14.00,52335.56,"FRSD",15765.75,"FEAL",4623.75,"4.29-11.8",1769.62,7.51,"14_FRSD_FEAL_4.29-11.8",1969,"000140068"
1970,14.00,52335.56,"FRSD",15765.75,"FEAL",4623.75,"11.8-9999",1787.06,19.41,"14_FRSD_FEAL_11.8-9999",1970,"000140069"
1971,14.00,52335.56,"FRSD",15765.75,"FEAL",4623.75,"0-4.29",1067.06,2.69,"14_FRSD_FEAL_0-4.29",1971,"000140070"
1972,14.00,52335.56,"FRSD",15765.75,"PBEPGL",257.62,"4.29-11.8",131.62,8.43,"14_FRSD_PBEPGL_4.29-11.8",1972,"000140071"
2965,20.00,97075.68,"FRSD",5553.56,"WASSER",9.00,"4.29-11.8",0.56,11.40,"20_FRSD_WASSER_4.29-11.8",2965,"000200106"
2966,20.00,97075.68,"FRSE",3404.25,"AGVLTA",39.37,"4.29-11.8",3.93,9.36,"20_FRSE_AGVLTA_4.29-11.8",2966,"000200107"
2967,20.00,97075.68,"FRSE",3404.25,"AGVLTA",39.37,"11.8-9999",35.43,29.96,"20_FRSE_AGVLTA_11.8-9999",2967,"000200108"
2968,20.00,97075.68,"FRSE",3404.25,"BEPLMT",429.75,"11.8-9999",147.37,16.60,"20_FRSE_BEPLMT_11.8-9999",2968,"000200109"
2969,20.00,97075.68,"FRSE",3404.25,"BEPLMT",429.75,"0-4.29",63.56,2.59,"20_FRSE_BEPLMT_0-4.29",2969,"000200110"
2970,20.00,97075.68,"FRSE",3404.25,"BEPLMT",429.75,"4.29-11.8",218.81,8.14,"20_FRSE_BEPLMT_4.29-11.8",2970,"000200111"
2971,20.00,97075.68,"FRSE",3404.25,"FEAL",56.25,"11.8-9999",1.68,13.37,"20_FRSE_FEAL_11.8-9999",2971,"000200112"
2972,20.00,97075.68,"FRSE",3404.25,"FEAL",56.25,"4.29-11.8",36.56,6.90,"20_FRSE_FEAL_4.29-11.8",2972,"000200113"
2973,20.00,97075.68,"FRSE",3404.25,"FEAL",56.25,"0-4.29",18.00,3.10,"20_FRSE_FEAL_0-4.29",2973,"000200114"
2974,20.00,97075.68,"FRSE",3404.25,"PBEPGL",1518.75,"0-4.29",317.81,2.76,"20_FRSE_PBEPGL_0-4.29",2974,"000200115"
2975,20.00,97075.68,"FRSE",3404.25,"PBEPGL",1518.75,"11.8-9999",312.75,16.53,"20_FRSE_PBEPGL_11.8-9999",2975,"000200116"
2976,20.00,97075.68,"FRSE",3404.25,"PBEPGL",1518.75,"4.29-11.8",888.18,7.57,"20_FRSE_PBEPGL_4.29-11.8",2976,"000200117"
2977,20.00,97075.68,"FRSE",3404.25,"RVKMD",1276.87,"11.8-9999",837.56,21.63,"20_FRSE_RVKMD_11.8-9999",2977,"000200118"
2978,20.00,97075.68,"FRSE",3404.25,"RVKMD",1276.87,"0-4.29",78.75,2.70,"20_FRSE_RVKMD_0-4.29",2978,"000200119"
2979,20.00,97075.68,"FRSE",3404.25,"RVKMD",1276.87,"4.29-11.8",360.56,8.40,"20_FRSE_RVKMD_4.29-11.8",2979,"000200120"
2980,20.00,97075.68,"FRSE",3404.25,"TL",0.56,"4.29-11.8",0.56,6.60,"20_FRSE_TL_4.29-11.8",2980,"000200121"
2981,20.00,97075.68,"FRSE",3404.25,"TLLAEA",82.68,"0-4.29",1.12,1.98,"20_FRSE_TLLAEA_0-4.29",2981,"000200122"
